r,0.117550872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7441,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7443,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7451,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7452,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7453,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7454,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7455,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7456,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7457,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7459,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7460,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7462,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7465,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7467,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7469,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7470,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7471,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7473,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7474,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7475,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7477,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7479,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7481,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7483,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7485,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7486,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7489,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7492,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7493,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7495,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7496,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7497,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7498,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7500,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7501,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7502,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7504,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7505,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7506,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7507,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7510,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7511,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7513,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7514,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7517,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7519,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7520,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7521,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7522,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7523,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7525,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7526,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7527,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7528,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7531,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7532,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7533,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7534,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7535,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7536,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7538,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7539,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7541,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7542,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7544,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
7545,0,8,0.783214078,-0.244349214,,0.783214078,0.080550152,0.039378911,0.024318474,0.016582496,0.011947551,0.008915585,0.006816939,0.005306279,0.004187286,0.003340187,0.002687903,0.00217872,0.001776777,0.001456524,0.00119935,0.000991442,0.000822389,0.000684237,0.000570838,0.000477392,0.00040012,0.000336025,0.00028271,0.000238249,0.000201087,0.000169961,0.000143839,0.000121879,0.000103388,0.000599229,,,
